Company,Job Category,Title,Processed Title,Min Salary,Max Salary,Adjusted Salary,Last Update
Sureclean Pte Ltd,Operations,High Salary Residential Home Cleaner (up to S$2.5K/ 5.5 days),"['high', 'salari', 'residenti', 'home', 'cleaner', 'up', 'to', 'S', '2.5k/', 'day']",1600,2500,1640.0,2021-02-05
Ninety Four Pte Ltd,Marketing,Digital Marketing Specialist,"['digit', 'market', 'specialist']",2500,3500,2500,2021-01-26
Loop,Operations,Technical Lead (Development & Operational Support),"['technic', 'lead', 'develop', 'oper', 'support']",8000,13750,8700.0,2021-02-03
Halcyon Marketing,Business Development / Sales,B2B Sales Representative,"['b2b', 'sale', 'repres']",2500,5000,3000.0,2021-01-29
Keppel Club Pte Ltd,Hospitality and Travel,FRONT-DESK / ADMIN OFFICERS X 4 ( Contract / Perm ),"['front-desk', 'admin', 'offic', 'X', 'contract', 'perm']",1600,1750,1600,2021-01-22
Advisors Alliance Group,Finance,Financial Services Experiential Program,"['financi', 'servic', 'experienti', 'program']",500,3000,1400.0,2021-02-01
Lentor Ambulance Pte Ltd,Healthcare,Medical Transport Medic / Enrolled Nurse / EMT,"['medic', 'transport', 'medic', 'enrol', 'nurs', 'emt']",1500,2000,1500,2021-01-28
Starry Homestead Pte Ltd,Design,Interior Designer,"['interior', 'design']",1600,2600,1680.0,2021-01-22
Prelude Recruit,Business Development / Sales,B2B Corporate Sales,"['b2b', 'corpor', 'sale']",2500,4000,2600.0,2021-01-30
Fifty One Media Pte Ltd,Marketing,Social Media Marketing Executive,"['social', 'media', 'market', 'execut']",2000,2300,2000,2021-02-01
Nurensc Pte Ltd,Media & Communications,Digital marketer ,"['digit', 'market']",800,1000,800,2021-02-04
Spectrum Ingredients Pte Ltd,Other,Warehouse Assistant cum Delivery Driver ,"['warehous', 'assist', 'cum', 'deliveri', 'driver']",1800,2200,1800,2021-01-26
Rankine&Hill (Singapore) Pte Ltd,Design,BIM Modeller,"['bim', 'model']",2000,4000,2400.0,2021-01-25
Prelude Recruit,Business Development / Sales, B2B Sales & Marketing,"['b2b', 'sale', 'market']",2500,4000,2600.0,2021-02-08
Crowd Genie Financial Services Pte. Ltd.,Software Engineering,Full stack developer,"['full', 'stack', 'develop']",1000,2000,1200.0,2021-01-28
Roots.sg Pte Ltd,Education,Teaching and learning assistent,"['teach', 'and', 'learn', 'assist']",1000,2000,1200.0,2021-02-05
Sterra,Business Development / Sales,Customer Service Representative,"['custom', 'servic', 'repres']",1600,2600,1680.0,2021-01-29
Kidscode,Operations,Senior IT Analyst (Support Acquisitions System),"['senior', 'IT', 'analyst', 'support', 'acquisit', 'system']",7800,13500,8520.0,2021-02-03
Prelit Advisory,Administrative,Sales Support Administrator (Part-time),"['sale', 'support', 'administr', 'part-tim']",8,8,8,2021-02-04
Advisors Alliance Group,Finance,Management Associate,"['manag', 'associ']",500,6000,2600.0,2021-02-05
Loop,Operations,Senior IT Analyst (Support Enterprise Systems),"['senior', 'IT', 'analyst', 'support', 'enterpris', 'system']",7800,13500,8520.0,2021-02-03
Axplore Marketing Group,Business Development / Sales,Corporate Sales ,"['corpor', 'sale']",2200,3800,2400.0,2021-01-29
Hans Jensen Lubricators Singapore Pte Ltd,Engineering,Mechanical & Electrical Service Engineer Singapore,"['mechan', 'electr', 'servic', 'engin', 'singapor']",4500,5000,4500,2021-02-04
Kidscode,Operations,"IT Analyst (Support Portal, Web & Applications)","['IT', 'analyst', 'support', 'portal', 'web', 'applic']",4000,8750,5100.0,2021-02-03
Design Productions,Administrative,Part-Time Sales Assistant,"['part-tim', 'sale', 'assist']",800,1500,920.0,2021-01-26
Jk Technology Pte Ltd,Business Development / Sales,Corporate Sales Executive,"['corpor', 'sale', 'execut']",2200,2800,2200,2021-01-29
Ignite Marketing Group ,Business Development / Sales,Corporate Sales and Marketing Associate,"['corpor', 'sale', 'and', 'market', 'associ']",2800,4500,2920.0,2021-02-07
Amos International (s) Pte Ltd,Marketing,Designer,['design'],800,1200,800.0,2021-01-26
Aws Market Pte Ltd,Marketing,Marketing Executive ,"['market', 'execut']",1800,3500,2120.0,2021-02-05
Biolidics Limited,Operations,Operations Engineer,"['oper', 'engin']",2800,3200,2800,2021-02-05
Braverywf,Media & Communications,Project leader,"['project', 'leader']",2000,3000,2000.0,2021-01-27
Aws Market Pte Ltd,Administrative,Accounts & Admin Assistant,"['account', 'admin', 'assist']",1800,3500,2120.0,2021-02-08
Kidscode,Operations,Senior IT Analyst (Event Management System),"['senior', 'IT', 'analyst', 'event', 'manag', 'system']",7800,13500,8520.0,2021-02-03
One Click Recruit,Business Development / Sales,Customers Acquisition Associates (Entry level),"['custom', 'acquisit', 'associ', 'entri', 'level']",2000,4500,2600.0,2021-02-03
AIA Singapore,Other,Regional Business Development Manager,"['region', 'busi', 'develop', 'manag']",4000,8000,4800.0,2021-01-26
Aws Market Pte Ltd,Administrative,Book Keeper and Administrator,"['book', 'keeper', 'and', 'administr']",1600,2500,1640.0,2021-02-05
Loop,Education,eLearning Specialist ,"['elearn', 'specialist']",3000,4000,3000,2021-02-01
Halcyon Marketing,Business Development / Sales,B2B Sales Associate,"['b2b', 'sale', 'associ']",2500,5000,3000.0,2021-01-29
Eden Cube Marketing Group Pte Ltd,Business Development / Sales,Brand Ambassador,"['brand', 'ambassador']",2000,3000,2000.0,2021-01-27
Dimuto,Software Engineering,Software Engineer,"['softwar', 'engin']",4000,4000,4000,2021-02-01
One Click Recruit,Business Development / Sales,Business Development Associates (Training provided),"['busi', 'develop', 'associ', 'train', 'provid']",2500,4000,2600.0,2021-02-03
Pacific Logistics Group Pte Ltd,Operations,Warehouse Assistant,"['warehous', 'assist']",1800,2000,1800,2021-02-04
Zion Auto Gallery Pte Ltd,Administrative,Admin Executive,"['admin', 'execut']",2200,2500,2200,2021-01-26
Prelude Recruit,Business Development / Sales,B2B Sales & Marketing,"['b2b', 'sale', 'market']",2500,4000,2600.0,2021-01-30
99.co,Human Resource,Junior HR Business Partner,"['junior', 'HR', 'busi', 'partner']",3200,4000,3200,2021-02-09
EATROAMLIVE Pte Ltd,Operations,Operations Executive #SgUnited,"['oper', 'execut', 'sgunit']",1800,2600,1800,2021-01-29
Loop,Operations,IT Analyst (Content Management System & Applications Support),"['IT', 'analyst', 'content', 'manag', 'system', 'applic', 'support']",4000,8750,5100.0,2021-02-03
Mayair Singapore Pte Ltd,Business Development / Sales,Sales & Application Engineer,"['sale', 'applic', 'engin']",2800,3500,2800,2021-01-27
One Click Recruit,Business Development / Sales,"B2B Sales & Marketing (Entry Level, Training provided)","['b2b', 'sale', 'market', 'entri', 'level', 'train', 'provid']",2500,4000,2600.0,2021-01-28
Qxpress Pte Ltd,Operations,"Warehouse Assistants (Jurong, FAST HIRING!, Morning Shift, 5Days!)","['warehous', 'assist', 'jurong', 'fast', 'hire', 'morn', 'shift', '5day']",1800,2000,1800,2021-02-04
Epc Project Services Pte Ltd,Human Resource,Recruitment Consultant,"['recruit', 'consult']",1800,2200,1800,2021-01-22
Lam Kee Fisheries Pte Ltd,Operations,Operations Assistant ,"['oper', 'assist']",1400,2000,1400,2021-01-30
Halcyon Marketing,Business Development / Sales,Sales Development Associate,"['sale', 'develop', 'associ']",2500,5000,3000.0,2021-01-29
Kidscode,Operations,Technical Lead (Development & Operational Support),"['technic', 'lead', 'develop', 'oper', 'support']",8000,13750,8700.0,2021-02-03
Loop,Operations,"Senior IT Analyst (Support SharePoint, .NET, CRM & K2 Systems)","['senior', 'IT', 'analyst', 'support', 'sharepoint', '.net', 'crm', 'K2', 'system']",7800,13500,8520.0,2021-02-03
Pacific Logistics Group Pte Ltd,Operations,Facility Executive,"['facil', 'execut']",2500,3000,2500,2021-02-04
Flymya,Administrative,Startup Research Assistant - $12 per hour,"['startup', 'research', 'assist', 'per', 'hour']",1500,2500,1600.0,2021-01-25
Vivicheo,Administrative,Sales Admin Executive,"['sale', 'admin', 'execut']",1800,2300,1800,2021-01-28
Assembly Works Pte. Ltd.,Human Resource,HR Executive (ABBA Maintenance Services),"['HR', 'execut', 'abba', 'mainten', 'servic']",2500,2800,2500,2021-01-27
Resolutez,Marketing,Sales and Marketing,"['sale', 'and', 'market']",2500,5000,3000.0,2021-02-02
Clickr Media,Marketing,Content Marketing Strategist,"['content', 'market', 'strategist']",2500,3000,2500,2021-02-03
The Alchemists Design,Operations,Renovation Site Manager,"['renov', 'site', 'manag']",2000,3000,2000.0,2021-01-30
Pag Advisor,Business Development / Sales,"Polytechnic Traineeship, Financial Management Trainee - Work-Study Program","['polytechn', 'traineeship', 'financi', 'manag', 'traine', 'work-studi', 'program']",2000,5000,2800.0,2021-02-05
Ad Create Pte Ltd,Other,Production and Installation Specialist (Large Format),"['product', 'and', 'instal', 'specialist', 'larg', 'format']",800,1600,960.0,2021-01-29
VRcollab,Administrative,Admin & Finance Manager,"['admin', 'financ', 'manag']",2000,2500,2000,2021-02-08
The Alchemists Design,Design,Interior 3D Drafter,"['interior', '3D', 'drafter']",2000,3000,2000.0,2021-01-26
One Click Recruit,Business Development / Sales,Corperate Sales Representatives,"['corper', 'sale', 'repres']",2500,4000,2600.0,2021-02-01
Kidscode,Operations,IT Analyst (Support InfoTap & Applications),"['IT', 'analyst', 'support', 'infotap', 'applic']",4000,8750,5100.0,2021-02-03
Takagi Ramen,Business Development / Sales, Business Development Executive - Digital Marketing (Earn up to $5K+),"['busi', 'develop', 'execut', 'digit', 'market', 'earn', 'up', 'to', '5k+']",2000,4000,2400.0,2021-02-05
Cubee Pte Ltd,Software Engineering,Solidity Developer / Smart Contracts Developer,"['solid', 'develop', 'smart', 'contract', 'develop']",3500,6000,3800.0,2021-01-21
Loop,Operations,Senior IT Analyst (Open Data & Proof of Concept),"['senior', 'IT', 'analyst', 'open', 'data', 'proof', 'of', 'concept']",7800,13500,8520.0,2021-02-03
Halcyon Marketing,Marketing,Project Sales Representative,"['project', 'sale', 'repres']",2500,5000,3000.0,2021-01-29
Yamato Transport (s) Pte Ltd,Business Development / Sales,Sales Manager,"['sale', 'manag']",4500,5500,4500,2021-01-26
LongHash Ventures ,Operations,Operations Manager ,"['oper', 'manag']",3000,5000,3200.0,2021-02-04
LongHash Ventures ,Marketing,Marketing Associate,"['market', 'associ']",3000,4000,3000,2021-02-04
Financial,Human Resource,Human Resource Assitant ,"['human', 'resourc', 'assit']",2000,2200,2000,2021-02-01
QuEST Global Services Pte Ltd,Other,Document Controller,"['document', 'control']",2650,2700,2650,2021-02-03
Axplore Marketing Group,Business Development / Sales,Corporate sales and marketing ,"['corpor', 'sale', 'and', 'market']",2800,4800,3040.0,2021-02-07
Kidscode,Operations,Technical Lead (Web Archives & Digital Preservation System),"['technic', 'lead', 'web', 'archiv', 'digit', 'preserv', 'system']",8000,13750,8700.0,2021-02-03
Island Tutors,Education,Private Tutor (Primary Science),"['privat', 'tutor', 'primari', 'scienc']",220,2000,888.0,2021-01-25
Mayair Singapore Pte Ltd,Business Development / Sales,Business Development Executive,"['busi', 'develop', 'execut']",2800,4000,2800,2021-01-22
Kidscode,Operations,Senior IT Analyst (Support Enterprise Systems),"['senior', 'IT', 'analyst', 'support', 'enterpris', 'system']",7800,13500,8520.0,2021-02-03
Plemo,Consulting,Sales Executive,"['sale', 'execut']",3000,5000,3200.0,2021-01-29
Huat Hoe Machinery & Trading Pte Ltd,Business Development / Sales,Technical Sales Engineer,"['technic', 'sale', 'engin']",2200,3000,2200,2021-02-07
Biolidics Limited,Product Management,Technical Product Manager,"['technic', 'product', 'manag']",4000,5000,4000,2021-02-05
Loop,Operations,Senior IT Analyst (Support Partnership & Content Discovery Services),"['senior', 'IT', 'analyst', 'support', 'partnership', 'content', 'discoveri', 'servic']",7800,13500,8520.0,2021-02-03
-,Finance,Calling All JC/POLY/UNI Grads! *Junior Financial Consultant * $1500-$4000/mth,"['call', 'all', 'jc/poly/uni', 'grad', 'junior', 'financi', 'consult', '4000/mth']",1500,4000,2200.0,2021-01-22
Kosmode Health Singapore,Engineering,Food Technologist (Food Tech Startup),"['food', 'technologist', 'food', 'tech', 'startup']",4000,6000,4000.0,2021-01-26
Famegate Studios Pte Ltd,Media & Communications,Video Producer cum Editor,"['video', 'produc', 'cum', 'editor']",2000,2700,2000,2021-02-01
ComfortDelGro Driving Centre,Operations,Associate Facilitator (Simulator),"['associ', 'facilit', 'simul']",1850,2000,1850,2021-02-05
Maveric Systems Ltd Singapore Branch,Management,Agile Coach ,"['agil', 'coach']",8000,9500,8000,2021-01-28
Ach Organisation,Business Development / Sales,Financial Advisor,"['financi', 'advisor']",1000,1500,1000.0,2021-02-08
Ach Organisation,Administrative,Recruitment Officer,"['recruit', 'offic']",1600,2000,1600,2021-02-02
Odes,Business Development / Sales,Business Development Executive ,"['busi', 'develop', 'execut']",4000,8000,4800.0,2021-01-26
Immigration@sg Llp,Business Development / Sales,Sales Representative ,"['sale', 'repres']",2500,3500,2500,2021-01-25
Loop,Operations,"IT Analyst (Support Portal, Web & Applications)","['IT', 'analyst', 'support', 'portal', 'web', 'applic']",4000,8750,5100.0,2021-02-03
Spectrum Ingredients Pte Ltd,Administrative,Admin cum Logistics Executive,"['admin', 'cum', 'logist', 'execut']",2500,3200,2500,2021-01-29
Affable Technologies Pte Ltd,Business Development / Sales,Customer Success Manager (SaaS),"['custom', 'success', 'manag', 'saa']",2500,4000,2600.0,2021-02-02
The Alchemists Design,Design,Sales Interior Designer,"['sale', 'interior', 'design']",3000,10000,5200.0,2021-01-27
Loop,Software Engineering,PHP Developer Trainee #SGUnitedTraineeships #SGUP ,"['php', 'develop', 'traine', 'sgunitedtraineeship', 'sgup']",1800,3000,1920.0,2021-01-25
Sureclean Pte Ltd,Marketing,Senior Digital Marketing Executive/ Manager (up to S$4.5K/ 5 days/ West),"['senior', 'digit', 'market', 'executive/', 'manag', 'up', 'to', 'S', '4.5k/', 'days/', 'west']",3000,4500,3000.0,2021-02-03
Bright Kids School House,Other,Beginning Preschool Teacher,"['begin', 'preschool', 'teacher']",1800,2800,1840.0,2021-01-29
Great Eastern,Administrative,Admin & Marketing Assistant,"['admin', 'market', 'assist']",1500,2500,1600.0,2021-03-04
Thakral One,Other,IT helpdesk (Level 1 & 2 support),"['IT', 'helpdesk', 'level', 'support']",2000,5000,2800.0,2021-03-05
Achieve Group,Business Development / Sales,Talent Acqisition Specialist (Diploma/Degree | East SG | Mon-Fri),"['talent', 'acqisit', 'specialist', 'diploma/degre', 'east', 'SG', 'mon-fri']",2500,3000,2500,2021-03-09
Advisors Alliance Group,Finance,Financial Services Experiential Programme,"['financi', 'servic', 'experienti', 'programm']",300,3000,1320.0,2021-03-08
Hong Hock Engineering,Engineering,$150-$180/day 5-7days,"['180/day', '5-7day']",750,1300,820.0,2021-03-08
Nanotec Preventive Healthcare Pte Ltd,Other,Research Executive #SGUnitedJobs,"['research', 'execut', 'sgunitedjob']",1900,2000,1900,2021-03-05
Oculus Pte Ltd,Operations,Logistics Assistant,"['logist', 'assist']",1250,1500,1250,2021-03-09
Achieve Group,Engineering,Mechanical Technician (Gross up to $3000 | 4242 | West | Perm Role),"['mechan', 'technician', 'gross', 'up', 'to', 'west', 'perm', 'role']",1800,2200,1800,2021-03-08
Achieve Group,Other,Call Center Associate (Up to $2500 | Entry Level | Immediate),"['call', 'center', 'associ', 'Up', 'to', 'entri', 'level', 'immedi']",2100,2500,2100,2021-03-08
Recruit Express Pte Ltd,Engineering,"Engineers (Physics,Mechanical,Electrical) #JCL up to $3.5k","['engin', 'physic', 'mechan', 'electr', 'jcl', 'up', 'to', '3.5k']",2500,3500,2500,2021-03-05
Prelit Advisory,Other,Student Ambassador ,"['student', 'ambassador']",15,20,15,2021-03-05
Million Marketing,Business Development / Sales,B2B Sales Associate (Entry Level),"['b2b', 'sale', 'associ', 'entri', 'level']",2500,5500,3200.0,2021-03-04
Ywvision Pte Ltd,Software Engineering,Front-end development programmer,"['front-end', 'develop', 'programm']",2600,4500,2840.0,2021-03-08
The Mandala Group,Administrative,Events Admin (Part-time),"['event', 'admin', 'part-tim']",1500,1500,1500,2021-03-08
Treedots Enterprise (Private Limited),Marketing,Business Development Executive (Brand & Marketing),"['busi', 'develop', 'execut', 'brand', 'market']",2000,2600,2000,2021-03-04
Magne Furniture Trading Pte Ltd,Administrative,Administrative Executive,"['administr', 'execut']",800,1000,800,2021-03-05
Prelude Recruit,Business Development / Sales,Business Development Representative (B2B) ,"['busi', 'develop', 'repres', 'b2b']",2500,4000,2600.0,2021-03-09
Expressions,Finance,Accounts Admin,"['account', 'admin']",2500,3000,2500,2021-03-10
Kairos Organization,Business Development / Sales,Corporate Sales Representative (IMMEDIATE),"['corpor', 'sale', 'repres', 'immedi']",2500,5500,3200.0,2021-03-04
Dream Station Pte Ltd,Administrative,Operations Executive / Executive Assistant,"['oper', 'execut', 'execut', 'assist']",2000,2800,2000,2021-03-08
Treedots Enterprise (Private Limited),Other,Business Development Executive (B2C Sales),"['busi', 'develop', 'execut', 'b2c', 'sale']",2200,2600,2200,2021-03-04
Ach Organisation,Administrative,HR Executive,"['HR', 'execut']",1800,2200,1800,2021-03-04
Achieve Group,Engineering,Equipment Assembly Technician (Up to $3500/ Semiconductor/ Perm Role),"['equip', 'assembl', 'technician', 'Up', 'to', 'semiconductor/', 'perm', 'role']",1800,3000,1920.0,2021-03-08
Riveria Marketing,Business Development / Sales,Sales & Marketing Representative (FRESH GRADS),"['sale', 'market', 'repres', 'fresh', 'grad']",3000,4000,3000,2021-03-08
